@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-3,5-12,14-15,17-19,21-27,29-32,34-41,43,45-50,52-67,70-73,75-77,79-101'

@attribute pctWhite numeric
@attribute medIncome numeric
@attribute pctWdiv numeric
@attribute medFamIncome numeric
@attribute persPoverty numeric
@attribute pctUnemploy numeric
@attribute pctAllDivorc numeric
@attribute pct2Par numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctHousOwnerOccup numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
90.55,49712,54.93,60009,547,2.26,8.95,86.4,1.57,65.04,1.44,53.34,0.61,1
98.21,33961,41.71,38256,572,7.85,8.23,79.58,0.82,80.86,1.83,81.74,0.51,1
95.26,44970,63.88,53128,291,3.97,8.07,83.71,0.1,75.66,1.16,69.04,0.47,1
96.09,34006,50.4,43656,2432,4.62,13.59,74.6,1.17,67.24,1.77,60.6,2.05,1
85.19,35856,45.29,38347,580,4.38,11.48,81.27,0.77,67.41,3.17,65.6,1.23,1
86.25,40256,32.55,43616,2461,7.28,11.77,78.76,2.56,61.09,8.65,60.04,3.69,1
97.11,22954,50.42,28845,2780,7.48,12.03,71.95,0.93,72.19,3.01,72.51,1.84,1
93.29,25000,40.48,32646,3454,7.44,12.01,69.73,4.74,63.25,1.49,55.85,7.66,1
89.61,33311,44.14,40760,1368,7.04,10.17,75.2,1.96,48.34,4.47,43.57,2.13,1
91.36,21312,42.71,26178,6847,6.84,6.17,85.02,0.57,46.51,8.88,43.24,5.11,1
98.04,20533,37,26636,2578,9.68,15.13,66.81,1.34,65.28,1.11,63.26,8.77,1
93,21952,33.88,27892,9804,7.85,13.67,68.91,2.67,63.79,2.37,60.05,9.2,1
79.24,36222,40.13,42284,2059,4.7,15.92,69.15,3.61,45.04,8.72,45.55,1.52,1
70.52,31702,35.24,35321,5275,7.34,14.78,69.23,4.9,50.72,10.88,51.86,4.54,1
97.74,23819,43.03,30250,1460,5.82,14.13,71.07,1.69,68.34,1.88,64.74,4.25,1
96.5,63203,69.68,70129,336,3.51,4.64,90.3,0.05,94.08,0.21,92.85,0,1
97.97,47930,52.8,53230,1366,5.15,7.26,86.89,0.8,83.61,1.6,78.19,0.57,1
94.71,35374,43.82,37485,577,4.33,12,79.26,1.95,71.35,2.65,70.93,2.32,1
98.4,52189,47.14,55185,425,6.12,5.69,88.31,0.91,93.8,1.21,92.69,0.4,1
84.87,45171,48.9,47353,495,4.24,13.42,72.58,2.07,44.41,5.81,43.23,0.8,1
93.95,56713,60.6,60489,414,3.27,7.22,87.97,0.43,86.26,0.78,82.46,0.29,1
97.54,32124,58.06,38492,560,3.26,7.62,86,0.5,80.7,0.45,75.86,0.88,1
94.56,43379,53.9,46785,574,3.24,10.78,84.34,0.24,81.34,1.32,77.93,0.52,1
68.29,14822,29.99,20465,3196,9.79,13.56,60.88,2,50.7,4.23,49.48,13.65,1
95.28,19635,59.01,36011,2631,4.36,4.28,75.5,1.43,39.76,4.83,36.6,0.87,1
92.39,37461,62.87,44456,486,2.17,10.35,80.66,0.95,74.86,0.56,68.72,0.53,1
95.27,69904,70.21,75732,451,2.95,5.72,91.63,0.39,90.42,0.36,87.68,0.23,1
96.46,60925,69.88,69743,274,2.72,3.91,91.05,0.2,92.86,0.67,88.16,0.19,1
93.09,31793,43.75,39203,691,3.44,13.27,70.22,2.43,59.62,1.63,55.33,1.74,1
96.67,45262,54.95,49820,406,1.97,6.85,86.43,1.55,74.59,1,68.58,0.35,1
97.91,26668,42.12,31438,1818,7.71,8.85,76.26,2.28,81.09,2,82.13,2.3,1
95.7,65920,70.79,70290,104,2.03,4.75,92.06,0.4,92.31,0.62,89.71,0,1
72.45,23726,39.06,30141,9889,5.97,11.25,64,5.88,61.35,1.83,58.2,7.07,1
96.08,41000,51.07,47229,706,4.55,7.42,81.08,0.93,68.92,1.97,63.6,0.22,1
92.95,16961,39.51,26207,2150,6.93,8.25,71.04,2.18,60.03,1.04,56.96,5.27,1
91.87,56478,69.44,65389,510,3.51,6.2,83.38,1.08,71.65,1.54,66.11,0.52,1
90.03,25149,26.98,28648,1899,5.53,15.72,69.8,2.55,53.23,4.92,53.48,9.02,1
90.72,29420,58.6,40799,28640,3.52,9.32,73.9,2.85,52.94,2.98,46.96,1.74,1
89.93,38605,48.23,44796,1724,1.97,10.41,79.98,1.68,67.12,1.4,62.06,2.07,1
65.15,18107,36.21,24583,2587,6.84,11.56,63.76,6.04,60.06,4.32,59.43,11.47,1
90.63,56468,61.83,64016,597,3.98,7.91,83.97,1.36,82.93,1.18,80.53,0.63,1
90.35,46885,52.57,53297,800,4.61,8.6,81.9,1.13,72.93,1.52,65.3,0.46,1
92.84,58028,60,63078,692,4.36,3.64,93.02,0.56,94.59,0.64,93.36,0.65,1
98.35,32979,59.2,40209,709,3.05,7.66,83.99,0.47,87.71,0.69,85.79,0.3,1
96.97,31911,44.61,38812,8694,7.07,12.1,71.67,2.99,51.62,1.61,46.04,5.81,1
95.79,22649,65.94,30002,1629,6.7,4.62,84.51,0.51,94.45,0.58,95.24,0.59,1
93.48,67723,62.06,79027,1209,2.36,11.96,83.43,0.8,68.11,1.37,62.52,0.36,1
96.63,41450,64.29,46682,656,2.34,6.78,86.51,0.75,77.84,0.7,73.57,0.47,1
94.56,35151,51.72,39845,1380,5.11,9.68,78.14,1.01,82.54,1.17,80.41,1.72,1
96.04,47518,55.48,54754,1066,3.9,10.26,84.25,1.09,78.52,1.25,72.95,0.57,1
97.8,42841,44.83,45410,322,3.2,7.41,86.34,1.12,90.89,1.36,90.24,0.9,1
82.62,19002,33.62,25151,5199,9.12,12.71,70.1,1.93,64.93,2.74,64.32,11.38,1
77.25,31262,41.36,39351,2529,5.7,9.33,57.91,8.18,43.52,3.91,39.36,2.68,1
81.68,20099,24.9,25406,2705,6.23,13.95,64.3,5.03,60.58,2.94,60.05,12.86,1
92.34,52780,64.97,59868,386,2,7.12,84.56,1.03,89.09,1,87.08,0.64,1
98.44,53333,61.31,65024,663,3.37,9.15,84.49,0.27,77.68,0.36,71.83,0.5,1
93.09,28465,44.95,35153,3303,5.29,9.71,77.51,1.63,78.26,2.67,78.25,1.46,1
98.06,20950,39.01,26986,2435,6.82,12.36,68.64,2.25,62.25,1.13,59.6,7.58,1
97.08,33253,44.09,37881,1081,3.85,10.59,81.56,0.36,76.03,2.43,72.98,2.49,1
94.74,49851,69.45,58871,340,2.57,8.64,82.5,0.74,85.62,0.43,82.53,0.18,1
90.11,70039,60.96,74375,753,3.89,4.05,93.06,2.02,95.34,0.52,94.56,0.45,1
98.43,52783,62.36,60921,470,5.21,6.07,87.76,0.53,87.18,0.59,81.35,0.35,1
98.08,27373,49.97,34413,1258,4.19,12.44,74.12,1.42,66.44,0.99,61.69,0.97,1
94.47,24365,48.61,33207,3099,7.2,9.99,69.74,2.16,58.51,1.03,50.6,2.48,1
95,59290,63.26,64933,1027,3.91,5.81,89.41,0.54,88.48,0.86,84.34,0.34,1
73.53,15917,29.2,26344,8363,7.18,8.9,64.7,6.55,45.15,4.56,41.77,10.3,1
98.55,26771,52.78,33874,1500,4.82,8.03,79.08,1.24,70.94,1.09,62.57,2.63,1
98.29,48986,45.67,55524,783,6.62,8.53,82.55,0.78,82.26,0.94,77.39,0.21,1
98.95,36972,60.89,41173,900,3.8,5.69,88.04,0.41,88.74,0.49,85.79,0.4,1
95.48,30938,52.03,40638,2028,5.46,9.93,76.05,1.63,61.53,1.34,53.67,2.28,1
96.68,17829,49.5,28167,2183,5.63,6.03,75.54,1.43,58.46,1.13,52.64,3.36,1
98.54,29661,37.71,33274,911,4.1,9.98,79.91,1.29,72.53,2.14,63.93,1.94,1
78.21,46915,55.13,60105,219,3.39,10.93,81.15,2.66,47.77,1.98,39.34,0.53,1
89.41,23819,37.29,28349,4341,8.98,12.23,70.63,3.99,69.27,1.35,67.28,5.25,1
84.34,41524,40.99,45990,405,2.67,9.43,82.6,1.93,74.61,1.02,68.39,2.01,1
98.25,36901,54.96,42116,578,4.63,8.62,81.8,0.21,81,0.98,75.95,0.98,1
59.45,24128,29.86,25588,3443,15.46,7.91,72.71,5.6,55.12,20.6,57.43,6.82,1
31.36,25567,13.95,25559,5857,12.22,7.89,71.08,8.9,32.13,59.01,30.53,8.93,1
81.28,19906,31.92,24301,2995,9.04,14.52,68.46,2.11,66.91,1.81,67.39,10.29,1
75.89,27236,32.57,32284,3605,5.86,12.64,71.81,4.51,55.87,7.35,55,13.77,1
94.46,25878,46.28,31856,2172,4.83,10.95,71.84,2.3,58.98,3.92,57.56,4.99,1
87.83,51198,56.78,54162,567,4.53,6.04,85.9,0.94,91.6,1.42,90.81,0.52,1
96.53,33498,46.68,40144,2878,5.15,8.87,75.55,2.29,69.92,1.43,65.45,1.9,1
98.11,59834,60.09,64144,465,4.36,6.45,88.78,0.57,87.02,0.55,81.31,0.47,1
98.11,44109,56.18,53866,1175,4.8,7.27,83.41,1.25,74.86,0.65,65.4,0.4,1
91.86,19487,41.36,31318,4152,6.07,5.86,73.58,1.27,48.77,0.86,47.84,5.82,1
99.26,36170,50.94,41127,799,5.39,7.11,85.67,0.76,85.04,1,82.19,0.54,1
98.83,42315,65.87,46423,749,3.27,6.59,86.5,0.53,84.65,0.98,79.61,0.22,1
59.55,40865,31.44,42457,2112,7.31,10.59,78.92,2.62,66.37,9.86,65.58,3.93,1
91.54,17103,36.97,23220,5429,10.36,11.59,64.82,3.04,67.31,1.38,63.28,2.83,1
80.42,12908,16.61,14257,6187,17.42,9.12,68.5,3.62,65.18,25.22,65.91,21.5,1
89.99,61572,73.54,71136,476,3.24,8.68,83.51,0.31,83.1,0.9,78.66,0.2,1
84.07,62288,74.03,76091,765,3.58,7.35,83.21,1.43,68.11,1.79,66.2,0.46,1
53.97,18004,27.3,23245,11060,9.45,14.29,54.92,9.15,58.4,4.22,57.69,10.34,1
91.71,36221,46.24,41423,955,4.15,8.03,83.38,1.26,80.05,1.8,73.61,1.08,1
85.86,35615,49.16,40617,1035,5.23,10.94,78.5,0.99,58.74,4.23,57.12,2.97,1
92.56,45764,54.28,50943,728,2.81,9.4,81.5,1.5,71.61,4.7,71.25,0.91,1
88.43,53226,61.13,61046,371,3.14,7.56,83.6,1.81,83.49,1.2,78.65,0.69,1
89.79,23744,39.67,29171,1560,4.48,10.57,71.5,2.12,68.71,1.63,67.81,7.3,1
96.04,22279,43.41,30150,3005,5.23,8.35,76.89,2.39,68.35,3.02,61.29,5,1
95.17,47643,53.53,52858,377,3.79,7.85,83.59,1.12,81.95,1.16,76.78,0.55,1
96.72,34859,61.79,44659,763,2.06,11.35,75.53,1.31,56.38,1.35,48.59,1.09,1
76.62,20396,35.73,25371,2196,5.61,11.04,75.83,1.95,67.2,4.54,66.86,11.17,1
88.31,25735,34.96,31347,7000,7.84,14.53,67.65,3.75,62.41,2.18,60.01,8.1,1
84.93,30524,40.87,34292,1120,7.94,10.19,76.66,4.4,81.88,2.73,82.01,3.06,1
85.43,37644,49.04,44339,2745,4.43,10.83,69.73,4.75,55.94,1.49,50.74,2.25,1
92,35228,49.54,38400,883,4.74,7.94,84.78,1.51,49.34,1.69,49.67,0.74,1
96.35,27289,41.04,33451,1702,6.47,11.38,67.12,4.19,61.55,1.44,58.47,4.07,1
95.56,39087,59.98,49387,3388,4.97,8.53,82.21,1.01,75.19,1.05,69,2.05,1
79.81,31544,42.65,37061,12774,6.24,11.95,77.58,2.49,66.76,6.17,62.49,8.02,1
96.79,44142,54.56,50204,1836,5.5,9.4,81.89,1.65,79.93,1,76.17,0.66,1
90.19,46508,60.12,55619,1732,3.26,6.98,86.27,0.73,74.26,3.08,69.07,0.99,1
98.21,38792,47.83,43628,592,5.43,11.67,78.58,1.21,65.01,1.59,60.9,2.28,1
97.44,62548,59.33,67261,199,2.68,5.74,90.57,0.08,88.65,0.85,86.1,0.93,1
93.59,83275,76.81,102529,359,2.25,5.1,89.7,0.53,86.96,0.54,81.76,0.17,1
95.37,36192,55.09,42031,3359,3.09,10.66,78.19,2.05,62.93,2.26,55.45,1.36,1
93.83,55748,68.97,70587,422,2.76,17.18,73.56,2.63,70.35,1.13,65.21,0.15,1
86.65,31266,34.13,36654,2954,6.41,12.19,65.95,6.42,65.7,2.49,63.15,5.13,1
96.49,32964,50.23,37671,599,4.41,8.76,79.07,0.32,86.03,1.5,84.44,0.63,1
93.76,53130,59.94,61964,758,4.52,4.85,86.06,0.85,86.19,0.48,82.51,0.11,1
95.5,29693,45.83,34982,1549,4.6,14.68,71.39,1.15,63.48,2.04,58.1,2.09,1
86.58,19456,29.23,22487,3263,9.68,14.39,71.73,2.67,63.79,5.62,65.69,15.77,1
93.38,51265,56.97,57258,352,2.23,6.97,87.49,2.24,79.19,0.6,71.23,0.32,1
95.81,23727,44.46,30608,4751,5.63,9.2,75.2,1.89,67.51,1.62,60.19,2.06,1
79.29,35794,35.88,38708,3388,4.79,12.42,75.62,2.51,78.62,7.18,77.78,1.47,1
96.59,25587,39.35,31569,1481,7.78,12.41,73.5,2.3,64.07,1.52,60.48,5.76,1
97,46353,57.01,52826,624,4.44,8.25,85.15,1.26,81.71,0.65,74.16,1.52,1
97.72,20146,47.05,27728,1921,4.67,8.36,78.07,1.18,64.37,1.8,56.2,7.08,1
91.65,20569,40.02,26654,2257,8.52,11.36,71.13,2.49,67.87,1.82,65.74,10.58,1
94.21,34922,54.65,43554,5380,3.5,8.83,80.61,1.71,73.95,1.87,66.23,2.05,1
99,23684,42.79,29733,1669,5.19,11.74,75.67,0.74,68.08,0.86,64.47,6.51,1
96.61,59967,60.84,63697,352,4.25,5.53,91.06,0.3,92.65,0.59,91.04,0.65,1
97.11,49965,57.03,55623,867,4.44,6.95,86.45,0.92,83.15,0.87,79.48,0.67,1
47.05,31441,30.3,34416,8246,6.73,10.97,66.71,5.88,48.8,22.78,48.35,2.98,1
26.75,32605,41.65,36808,9900,6.15,8,74.34,2.78,53.58,23.41,54.93,1.5,1
56.53,26311,33.75,31959,32778,7,13.32,63.65,7.93,62.01,4.57,60.08,5.46,1
92.86,52193,64.4,57406,131,2.8,6.97,90.39,0.26,91.48,0.76,90.94,0.22,1
86.51,42665,56.39,50451,1887,4.56,6.78,82.26,1.46,81.56,1.07,76.95,0.64,1
71.3,21946,32.86,28653,2188,9.97,11.21,74.74,2.11,64.09,10.44,63.07,12.53,1
97.43,52817,72.91,61048,443,2.31,5.95,88.03,0.61,90.89,0.63,87.26,0.19,1
98.91,38464,65.34,49389,438,2.95,10.4,80.75,0.71,80.83,0.5,77.58,0.11,1
95.33,24265,48.54,33382,5650,5.69,6.91,74.43,2.62,66.21,2.87,60.24,3.01,1
78.88,60368,43.57,62131,1091,3.58,8.04,88.3,1.8,79.5,8.53,80.15,0.92,1
95.8,53614,66.98,84064,1317,2.81,8.23,83.46,0.21,68.28,0.79,61.17,0.73,1
91.95,18022,45.33,34019,6539,8.03,5.6,78.5,1.37,48.39,1.39,44.37,3.73,1
69.13,16749,36.5,28109,5935,6.7,7.7,63.87,11.52,46.87,4.23,43.07,7.74,1
98.06,58559,62.76,67317,284,5.03,4.61,91.02,0.45,91.26,0.32,86.59,0,1
94.55,19977,49.37,30182,3597,6.09,6.68,79.84,2.28,48.39,3.1,42.05,3.18,1
96.42,37117,43.46,41107,746,4.93,11.03,74.31,1.73,76.98,2.04,71.71,1,1
98.36,20036,38.33,24126,1692,9.34,12.41,72.67,1.72,69.51,1.22,68.48,9.98,1
80.27,25716,35.57,35180,2027,8.95,14.83,62.17,5.34,63.26,2.94,56.17,5.23,1
90.82,50843,57.24,57347,595,2.55,9.21,84.86,0.56,84.8,0.64,81.9,0.3,1
62.68,26634,31.78,31042,5838,14.01,13.7,55.93,8.09,74.59,4.45,77.22,5.83,1
